TV,Radio,Social Media,Influencer,Sales,Investimento,Rentabilidade
80000000.0,20536198.13,4653805.06,Nano,288312863.9,105190003.19,274.09
34000000.0,13051953.0,2381356.12,Macro,123303121.9,49433309.12,249.43
39000000.0,9448712.2,656320.74,Nano,133390314.2,49105032.93,271.64
83000000.0,28352336.04,3111934.15,Macro,302226878.5,114464270.19,264.04
75000000.0,26688580.37,7527451.34,Nano,267600763.9,109216031.71,245.02
96000000.0,28694821.19,1184927.26,Macro,347621743.5,125879748.45,276.15
85000000.0,31359108.81,3828096.37,Mega,304456870.8,120187205.18,253.32
23000000.0,841225.48,663196.0,Mega,82486510.58,24504421.48,336.62
88000000.0,25326785.12,5133571.93,Macro,311661435.3,118460357.05,263.09
39000000.0,9429549.98,617180.8,Micro,138267702.6,49046730.78,281.91
17000000.0,9739491.46,3319238.04,Nano,60700062.63,30058729.5,201.94
23000000.0,14910145.3,3247083.34,Mega,80126354.87,41157228.64,194.68
38000000.0,16357287.77,910704.37,Nano,131012293.3,55267992.14,237.05
67000000.0,22279876.54,2004705.94,Nano,241656805.5,91284582.48,264.73
70000000.0,21058151.29,5146705.87,Macro,249811466.2,96204857.16,259.67
62000000.0,23884647.08,4740680.07,Mega,219881118.8,90625327.15,242.63
55000000.0,19365327.01,7680491.39,Macro,193556520.1,82045818.4,235.91
75000000.0,22158417.36,2535527.68,Mega,263507942.2,99693945.04,264.32
87000000.0,30687092.34,1275253.4,Nano,310815323.6,118962345.74,261.27
45000000.0,15745234.53,344629.79,Micro,157924518.0,61089864.32,258.51
86000000.0,18589053.69,2780680.19,Micro,304951113.2,107369733.88,284.02
80000000.0,25320347.37,6524476.74,Mega,288303098.4,111844824.11,257.77
36000000.0,11663555.63,421868.81,Micro,130161047.1,48085424.44,270.69
41000000.0,14351889.44,3039988.38,Micro,147394666.4,58391877.82,252.42
89000000.0,32182719.29,3791252.06,Macro,316540034.4,124973971.35,253.28
32000000.0,9634628.02,4311247.15,Macro,117126082.7,45945875.17,254.92
95000000.0,22107738.02,785405.3,Micro,344851900.6,117893143.32,292.51
80000000.0,24531546.48,5517524.79,Nano,286002177.5,110049071.27,259.89
56000000.0,22829311.49,6750361.98,Micro,196568892.6,85579673.47,229.69
36000000.0,1546544.56,259152.42,Micro,128341658.9,37805696.97,339.48
92000000.0,32507310.66,6995889.11,Nano,331023839.6,131503199.77,251.72
54000000.0,18122253.21,6685431.92,Nano,194035815.3,78807685.13,246.21
16000000.0,6717837.68,2147242.59,Micro,57626214.38,24865080.27,231.76
11000000.0,6327931.04,1110666.77,Macro,40160055.95,18438597.81,217.8
58000000.0,14522403.49,2871804.55,Mega,209895000.4,75394208.04,278.4
12000000.0,4553901.49,28845.08,Macro,44263609.54,16582746.57,266.93
27000000.0,17847972.23,3732882.38,Mega,95684594.03,48580854.61,196.96
14000000.0,7528707.08,627605.63,Nano,54689369.09,22156312.72,246.83
63000000.0,24273732.02,2836324.9,Micro,220863587.9,90110056.92,245.1
57000000.0,18014148.2,1533416.78,Nano,202387061.3,76547564.98,264.39
31000000.0,9288699.52,4012589.44,Nano,112345306.8,44301288.96,253.59
49000000.0,16938068.01,71734.98,Macro,175946477.3,66009802.99,266.55
32000000.0,14484218.32,612035.67,Micro,112994215.3,47096253.99,239.92
86000000.0,30924260.92,4636847.46,Mega,304537467.3,121561108.38,250.52
17000000.0,9465577.58,3693051.04,Nano,63820332.34,30158628.62,211.62
34000000.0,12552622.91,1431271.99,Micro,118998301.7,47983894.9,248.0
69000000.0,23383083.5,6090079.78,Macro,246875411.6,98473163.28,250.7
40000000.0,13504087.41,1567266.2,Mega,139075148.7,55071353.61,252.54
80000000.0,27563669.9,1277631.29,Micro,284057945.5,108841301.19,260.98
70000000.0,25228579.93,1980812.38,Mega,251403637.0,97209392.31,258.62
36000000.0,19245740.54,229962.29,Mega,123307230.0,55475702.83,222.27
21000000.0,4015279.35,73865.85,Macro,73514362.94,25089145.2,293.01
90000000.0,32265456.34,5473180.08,Micro,317385812.5,127738636.42,248.47
18000000.0,6770558.29,753333.52,Macro,69647083.43,25523891.8,272.87
22000000.0,16955069.09,3637021.95,Micro,78035767.19,42592091.04,183.22
72000000.0,15431293.91,3006825.32,Macro,258028842.5,90438119.23,285.31
44000000.0,16484924.71,1282186.65,Micro,157005887.9,61767111.36,254.19
89000000.0,31378889.85,3746037.39,Mega,318783050.8,124124927.24,256.82
89000000.0,33228955.95,5274594.22,Macro,321277392.5,127503550.17,251.98
60000000.0,23781881.65,1048029.69,Nano,213272471.9,84829911.34,251.41
42000000.0,9080773.68,3203523.67,Nano,146910149.6,54284297.35,270.63
82000000.0,27298857.28,2750432.92,Mega,289523009.7,112049290.2,258.39
98000000.0,32902468.75,4878579.35,Nano,349540606.3,135781048.1,257.43
87000000.0,30910300.03,7642073.56,Micro,310800899.8,125552373.59,247.55
72000000.0,29094327.83,4461362.09,Macro,256141152.8,105555689.92,242.66
57000000.0,22689345.87,4243392.23,Nano,200784352.5,83932738.1,239.22
45000000.0,15753545.48,714255.6,Micro,157629725.6,61467801.08,256.44
15000000.0,6092326.34,2210370.13,Mega,53900320.5,23302696.46,231.31
21000000.0,17189907.89,237534.68,Macro,73147375.48,38427442.58,190.35
99000000.0,27322093.99,2769970.01,Macro,351389660.5,129092064.0,272.2
33000000.0,14236281.06,1756967.98,Macro,118742718.7,48993249.04,242.37
28000000.0,12274419.19,323515.5,Nano,95352757.39,40597934.69,234.87
43000000.0,8871398.97,3545252.19,Macro,154022656.3,55416651.16,277.94
13000000.0,4450937.44,3332875.72,Macro,46048619.25,20783813.17,221.56
14000000.0,10434004.55,2627862.54,Micro,49622909.9,27061867.09,183.37
63000000.0,23040765.74,5078547.76,Micro,225409374.4,91119313.5,247.38
39000000.0,13195981.47,423432.85,Macro,139197163.9,52619414.33,264.54
21000000.0,3580580.05,165207.86,Macro,74516767.82,24745787.91,301.13
64000000.0,20972244.8,2587763.21,Macro,230661699.1,87560008.01,263.43
57000000.0,20732058.64,5623284.53,Mega,207486323.3,83355343.17,248.92
84000000.0,26766446.07,3817537.41,Mega,294202871.0,114583983.48,256.76
92000000.0,33396049.04,4480487.87,Nano,321750466.9,129876536.91,247.74
58000000.0,19608657.88,2155239.84,Macro,210458489.6,79763897.72,263.85
40000000.0,9006915.91,1575542.56,Macro,139580648.1,50582458.47,275.95
70000000.0,21178769.03,1700145.41,Macro,250482689.5,92878914.44,269.69
20000000.0,7518263.98,1381464.82,Nano,68425010.13,28899728.81,236.77
60000000.0,17691734.62,3241365.17,Nano,216078961.7,80933099.79,266.98
95000000.0,26526481.47,7958528.17,Micro,336369157.3,129485009.64,259.77
50000000.0,14196526.87,137827.82,Mega,174874067.7,64334354.69,271.82
100000000.0,33567401.56,6740516.96,Macro,353622053.4,140307918.52,252.03
89000000.0,25806299.41,788523.46,Macro,316709448.6,115594822.87,273.98
47000000.0,8019407.58,780992.6,Micro,163566905.2,55800400.19,293.13
47000000.0,15701338.39,377178.57,Nano,172141205.8,63078516.96,272.9
70000000.0,25918333.89,4768469.71,Nano,252106757.8,100686803.6,250.39
29000000.0,8503710.55,3662492.62,Macro,101746124.6,41166203.16,247.16
64000000.0,13134941.65,2703723.75,Micro,223533894.3,79838665.4,279.98
77000000.0,29756753.32,3156460.9,Macro,279061514.0,109913214.22,253.89
50000000.0,18263056.7,4050816.33,Mega,180442401.1,72313873.02,249.53
21000000.0,17192143.14,1894452.13,Micro,77195924.66,40086595.27,192.57
69000000.0,25034700.33,9204856.49,Macro,239568087.2,103239556.82,232.05
65000000.0,26471856.29,6427113.66,Nano,233843100.2,97898969.95,238.86
30000000.0,10302725.1,3030377.18,Micro,108122219.2,43333102.28,249.51
46000000.0,20353896.75,3989674.72,Macro,165840805.1,70343571.47,235.76
61000000.0,23623333.36,386922.71,Mega,219389831.5,85010256.07,258.07
72000000.0,17981939.92,1675082.4,Micro,248802378.9,91657022.32,271.45
39000000.0,14016951.52,3105424.64,Nano,142345384.5,56122376.16,253.63
97000000.0,32494730.58,6186571.76,Macro,347877615.6,135681302.34,256.39
87000000.0,38176053.75,6963602.73,Mega,307416326.0,132139656.47,232.65
89000000.0,32452090.07,4445174.09,Micro,324589276.9,125897264.16,257.82
36000000.0,7734769.76,1820901.37,Micro,124762120.6,45555671.13,273.87
60000000.0,19083716.82,2884634.33,Nano,211652175.2,81968351.15,258.21
19000000.0,12669966.39,1461187.92,Mega,69721378.5,33131154.31,210.44
24000000.0,12879172.12,569848.09,Nano,84355618.75,37449020.21,225.25
56000000.0,25107140.76,7154155.75,Mega,201363858.1,88261296.52,228.15
66000000.0,17009478.77,6048201.52,Macro,240498899.6,89057680.29,270.05
91000000.0,31570900.79,5354754.24,Nano,331867174.3,127925655.03,259.42
65000000.0,13283160.32,1042497.91,Nano,234953624.6,79325658.23,296.19
56000000.0,20551283.97,1437485.09,Micro,200475809.0,77988769.06,257.06
21000000.0,9726088.37,863382.79,Nano,75927800.39,31589471.16,240.36
52000000.0,17238648.58,7172554.44,Nano,188963480.3,76411203.02,247.3
36000000.0,10566144.22,2638889.55,Mega,128416594.3,49205033.77,260.98
79000000.0,25067554.04,3429945.41,Mega,285761592.0,107497499.45,265.83
74000000.0,21604799.31,4666188.37,Macro,261471790.5,100270987.67,260.77
84000000.0,26410664.38,5163949.55,Nano,298971194.2,115574613.93,258.68
51000000.0,18957376.35,2877555.3,Macro,183484045.5,72834931.65,251.92
20000000.0,4218479.59,2092680.16,Micro,68123635.35,26311159.76,258.92
20000000.0,12229883.49,5542360.45,Micro,75933832.88,37772243.94,201.03
45000000.0,17450572.73,3797949.48,Micro,156794308.1,66248522.21,236.68
63000000.0,20356927.74,1927395.64,Nano,222501672.5,85284323.38,260.89
82000000.0,27116568.6,4626630.46,Mega,291531417.5,113743199.06,256.31
43000000.0,13704867.46,2218968.01,Nano,151268872.9,58923835.47,256.72
10000000.0,2563279.6,2194326.39,Nano,36919179.63,14757605.99,250.17
28000000.0,6698580.07,2975868.63,Mega,97083228.36,37674448.7,257.69
96000000.0,25736678.37,4179366.02,Nano,346940012.2,125916044.39,275.53
21000000.0,4192298.88,1011604.12,Micro,75341139.8,26203903.01,287.52
41000000.0,4510233.0,651581.97,Mega,148907360.6,46161814.97,322.58
69000000.0,31301004.77,4080001.58,Nano,247955145.6,104381006.35,237.55
64000000.0,22194582.6,3116904.29,Macro,228638817.5,89311486.89,256.0
81000000.0,29098840.13,3436515.8,Nano,288835407.8,113535355.93,254.4
91000000.0,27360259.47,6603772.5,Micro,320467339.7,124964031.97,256.45
84000000.0,29659120.31,5892874.67,Nano,300331839.6,119551994.98,251.21
93000000.0,37708032.65,6430949.39,Macro,326264981.6,137138982.04,237.91
99000000.0,33429603.04,6443252.61,Macro,353469160.0,138872855.65,254.53
70000000.0,23216946.07,4202648.44,Micro,250252152.5,97419594.51,256.88
90000000.0,28380520.47,4338469.58,Nano,318627484.9,122718990.05,259.64
34000000.0,3974176.91,2878866.01,Nano,117620899.8,40853042.93,287.91
26000000.0,2170693.37,57924.03,Macro,91768132.54,28228617.4,325.09
64000000.0,14493722.02,737132.13,Micro,228670549.7,79230854.15,288.61
97000000.0,38242727.7,7117008.22,Micro,350114037.1,142359735.92,245.94
73000000.0,30282906.63,4224366.39,Nano,260254686.7,107507273.02,242.08
54000000.0,22938008.06,49662.68,Nano,188461114.5,76987670.74,244.79
18000000.0,3398236.38,905116.64,Macro,64502580.19,22303353.02,289.21
38000000.0,12253050.35,2427705.25,Micro,137920763.4,52680755.6,261.8
43000000.0,10062449.07,247258.53,Nano,154891766.2,53309707.6,290.55
38000000.0,21826408.97,2802768.21,Nano,132726945.8,62629177.18,211.93
79000000.0,17971813.12,1541124.94,Micro,281534276.6,98512938.06,285.78
63000000.0,28527952.81,3168882.09,Macro,224466239.8,94696834.9,237.04
28000000.0,7273574.3,2962681.74,Macro,105732892.5,38236256.04,276.53
33000000.0,13349906.19,1461002.85,Nano,116126713.5,47810909.04,242.89
96000000.0,34659527.48,2733309.86,Macro,342498393.7,133392837.34,256.76
47000000.0,17987684.99,4832000.33,Mega,169777091.6,69819685.32,243.17
63000000.0,19283718.79,481806.2,Nano,224112961.6,82765524.99,270.78
82000000.0,29497389.81,6111231.6,Micro,291319490.8,117608621.41,247.7
48000000.0,18011691.2,5942587.76,Macro,164700877.6,71954278.96,228.9
82000000.0,28754517.11,1621090.0,Mega,291324031.9,112375607.11,259.24
31000000.0,9926309.36,2270709.18,Macro,112493112.8,43197018.54,260.42
18000000.0,9714072.44,3383355.41,Mega,65420696.76,31097427.85,210.37
30000000.0,5232195.41,2164883.0,Macro,101293761.0,37397078.41,270.86
20000000.0,4307579.25,47124.01,Mega,72181066.25,24354703.25,296.37
29000000.0,7868453.41,1960643.73,Nano,99310090.56,38829097.13,255.76
15000000.0,5139069.28,1558481.32,Micro,52298448.01,21697550.6,241.03
74000000.0,16777990.61,2297886.0,Macro,261217139.3,93075876.61,280.65
23000000.0,13310990.98,731708.59,Nano,76321363.62,37042699.57,206.04
81000000.0,24005791.44,3774497.49,Micro,287932149.1,108780288.93,264.69
83000000.0,34685100.91,10030243.8,Mega,298639409.7,127715344.71,233.83
69000000.0,23615302.68,5555739.48,Macro,246137609.3,98171042.16,250.72
10000000.0,858809.91,3621606.08,Mega,36882297.96,14480415.99,254.7
94000000.0,30402430.66,5207841.44,Micro,336168091.2,129610272.1,259.37
37000000.0,12262201.19,438134.94,Macro,136556179.5,49700336.13,274.76
11000000.0,4205790.34,3058640.83,Mega,38634199.74,18264431.17,211.53
98000000.0,25838422.28,6986829.86,Micro,353133997.8,130825252.14,269.93
63000000.0,23563846.35,7897152.01,Macro,225161198.4,94460998.36,238.36
24000000.0,7225160.54,1315.39,Macro,86453860.27,31226475.93,276.86
33000000.0,11224189.65,5585571.39,Mega,115060685.2,49809761.04,231.0
25000000.0,6289604.84,1761397.83,Nano,89589709.92,33051002.67,271.07
43000000.0,15695502.09,4621334.71,Nano,156959332.6,63316836.8,247.9
52000000.0,15701652.46,3943078.85,Macro,184883206.5,71644731.31,258.06
87000000.0,24951777.85,1015740.83,Nano,303878262.5,112967518.69,269.0
68000000.0,29195330.41,8045763.53,Nano,245639187.6,105241093.94,233.41
90000000.0,32326481.82,5609706.53,Mega,322000238.4,127936188.35,251.69
62000000.0,16444349.95,7489996.82,Nano,217919005.1,85934346.77,253.59
46000000.0,13979244.7,891245.83,Macro,162969960.5,60870490.53,267.73
96000000.0,22751353.38,8688003.42,Nano,345893895.9,127439356.8,271.42
77000000.0,16074020.28,2696286.7,Nano,274931853.7,95770306.98,287.07
90000000.0,30484648.88,5005497.56,Mega,316461115.3,125490146.44,252.18
83000000.0,23076337.33,831079.36,Micro,291962440.7,106907416.69,273.1
19000000.0,5263205.77,1251405.94,Mega,71442513.73,25514611.7,280.01
27000000.0,14125239.76,417048.42,Mega,95880471.98,41542288.18,230.8
42000000.0,15646846.98,1920959.22,Nano,151069735.8,59567806.2,253.61
62000000.0,17037469.2,1778592.18,Mega,222080005.6,80816061.38,274.8
64000000.0,19210616.64,3087815.14,Macro,221731673.9,86298431.78,256.94
87000000.0,27734887.68,3636000.57,Micro,315318648.4,118370888.25,266.38
28000000.0,13168715.46,1873044.84,Mega,99095622.63,43041760.3,230.23
11000000.0,2588070.1,331165.43,Mega,37481391.69,13919235.53,269.28
60000000.0,22402894.4,5276295.76,Nano,212498582.8,87679190.16,242.36
28000000.0,7949128.87,926508.33,Mega,102815116.1,36875637.19,278.82
54000000.0,19272658.47,1302007.25,Micro,194356424.9,74574665.72,260.62
66000000.0,32862186.4,8186191.41,Mega,238068832.4,107048377.81,222.39
35000000.0,15253545.03,935726.22,Macro,123656185.9,51189271.25,241.57
76000000.0,30702257.9,6693904.15,Micro,267521990.1,113396162.05,235.92
62000000.0,23674229.82,3363063.36,Micro,218999849.6,89037293.18,245.96
54000000.0,12981349.35,2751051.58,Macro,194095501.5,69732400.93,278.34
39000000.0,10980948.71,1069789.21,Nano,135888969.5,51050737.92,266.18
79000000.0,24333469.63,4355745.35,Mega,283125209.4,107689214.98,262.91
70000000.0,20777173.76,2831544.23,Macro,245242720.3,93608717.99,261.99
75000000.0,25674941.11,2394660.58,Macro,267179010.4,103069601.69,259.22
53000000.0,18850813.71,4566440.96,Micro,186935646.2,76417254.67,244.62
23000000.0,6721845.06,1367690.47,Nano,82437565.01,31089535.53,265.16
43000000.0,23363003.11,3930571.16,Macro,146286778.2,70293574.27,208.11
24000000.0,7163760.32,3215148.2,Micro,87760361.75,34378908.52,255.27
26000000.0,5928308.62,2032738.26,Micro,85562806.93,33961046.88,251.94
49000000.0,13503068.51,392220.25,Micro,172795170.2,62895288.76,274.73
33000000.0,10150507.12,2311200.27,Nano,118226788.3,45461707.39,260.06
59000000.0,21299729.44,6145551.61,Mega,209560113.9,86445281.05,242.42
76000000.0,25095982.85,3588906.02,Mega,272421335.3,104684888.87,260.23
100000000.0,32148207.76,7565099.55,Micro,362042122.9,139713307.31,259.13
96000000.0,37916341.95,5817879.82,Mega,335966688.5,139734221.77,240.43
23000000.0,6662270.91,142948.63,Nano,83415356.89,29805219.54,279.87
68000000.0,20857484.43,5305812.17,Nano,244633518.6,94163296.6,259.8
20000000.0,5063964.91,37356.94,Micro,66385441.97,25101321.85,264.47
61000000.0,24664068.19,643440.06,Micro,223247306.6,86307508.25,258.66
56000000.0,9690666.54,2552757.92,Nano,196078632.7,68243424.46,287.32
29000000.0,16799194.36,4279003.86,Micro,101904601.1,50078198.22,203.49
31000000.0,7985636.21,789064.0,Mega,112952576.3,39774700.21,283.98
29000000.0,9850775.83,1774849.52,Nano,96694358.01,40625625.36,238.01
82000000.0,34767790.38,4248044.83,Micro,292177416.7,121015835.21,241.44
78000000.0,26537718.88,3961284.73,Macro,280858862.3,108499003.61,258.86
99000000.0,30668856.09,4401725.91,Nano,351421147.7,134070582.0,262.12
99000000.0,34512952.67,4817666.84,Macro,347672338.3,138330619.51,251.33
46000000.0,15553415.25,1648887.0,Mega,161736869.5,63202302.25,255.9
37000000.0,15550910.19,381845.42,Nano,130384129.6,52932755.61,246.32
67000000.0,33478451.74,6272878.54,Macro,233138236.5,106751330.28,218.39
82000000.0,21687012.74,2537905.13,Nano,290618183.0,106224917.88,273.59
42000000.0,9381876.98,3464095.03,Mega,147487068.8,54845972.01,268.91
22000000.0,13326534.24,3470841.07,Micro,80424951.59,38797375.31,207.29
73000000.0,22361015.34,2236349.63,Nano,262597449.1,97597364.97,269.06
41000000.0,7125223.32,1156608.18,Mega,148225762.8,49281831.5,300.77
100000000.0,44560409.57,8470339.64,Nano,357092487.2,153030749.21,233.35
29000000.0,8712061.92,2585117.32,Macro,104712453.7,40297179.23,259.85
19000000.0,10617099.56,1277720.62,Macro,68243927.05,30894820.18,220.89
37000000.0,5580487.69,4347285.45,Macro,134445973.1,46927773.15,286.5
45000000.0,9016529.47,2779557.8,Micro,157405868.7,56796087.27,277.14
51000000.0,19316069.6,3605940.06,Macro,184699810.0,73922009.67,249.86
100000000.0,39303217.23,7077221.97,Micro,355895103.9,146380439.2,243.13
56000000.0,15384147.12,1618385.33,Mega,197273012.6,73002532.45,270.23
23000000.0,3510261.27,1060978.15,Micro,84486587.64,27571239.41,306.43
100000000.0,30435357.18,5012795.16,Mega,353838192.7,135448152.34,261.24
16000000.0,5768998.35,167732.48,Macro,58282615.31,21936730.84,265.69
95000000.0,33732248.7,2828376.14,Micro,337155021.9,131560624.84,256.27
18000000.0,3998145.08,550344.49,Mega,62534638.29,22548489.57,277.33
94000000.0,32162648.69,4178849.05,Mega,336523672.9,130341497.74,258.19
58000000.0,23291025.67,1819778.35,Macro,202354538.5,83110804.02,243.48
11000000.0,10434937.48,3021098.71,Micro,39056706.05,24456036.2,159.7
88000000.0,26890877.88,5091676.02,Mega,311046095.8,119982553.9,259.24
33000000.0,16567954.56,3220240.34,Nano,117856095.0,52788194.9,223.26
69000000.0,20972126.52,3386159.12,Nano,242465260.8,93358285.64,259.71
47000000.0,13471417.59,2441219.8,Macro,167704540.6,62912637.39,266.57
32000000.0,13431850.72,1969664.8,Micro,113335465.1,47401515.52,239.1
89000000.0,34192864.93,7280936.96,Micro,317714621.7,130473801.89,243.51
83000000.0,27923718.68,8566793.34,Macro,295505549.5,119490512.02,247.3
64000000.0,26713596.67,7772853.03,Micro,229952856.0,98486449.7,233.49
67000000.0,15142141.1,2249622.88,Macro,240107728.0,84391763.98,284.52
100000000.0,23354538.97,4472029.21,Micro,356268422.7,127826568.18,278.71
46000000.0,9847541.16,2944586.24,Micro,166652360.8,58792127.4,283.46
42000000.0,10595547.7,2411606.79,Mega,149363284.6,55007154.49,271.53
15000000.0,4852190.35,5603537.93,Macro,52007972.19,25455728.28,204.31
32000000.0,15405161.67,4049889.12,Nano,109146961.6,51455050.79,212.12
74000000.0,19114909.12,4485970.53,Nano,259900723.0,97600879.64,266.29
50000000.0,18172737.7,5722841.78,Micro,181276270.3,73895579.48,245.31
29000000.0,4595233.63,581271.84,Micro,104514546.9,34176505.46,305.81
43000000.0,24209958.44,7407487.89,Micro,150998185.4,74617446.33,202.36
97000000.0,28375344.39,6324932.66,Macro,348546466.5,131700277.05,264.65
35000000.0,14136813.5,1571675.67,Mega,126774921.2,50708489.17,250.01
80000000.0,28505161.15,5403039.71,Mega,284908997.2,113908200.86,250.12
72000000.0,18125934.42,3547403.64,Nano,257381640.4,93673338.06,274.77
85000000.0,36245436.19,8863215.03,Macro,305739471.7,130108651.22,234.99
54000000.0,17472777.03,1477320.95,Macro,194026262.3,72950097.98,265.97
36000000.0,15194450.96,2799221.11,Mega,128021186.4,53993672.07,237.1
23000000.0,4510090.79,33647.81,Mega,77402149.25,27543738.61,281.02
13000000.0,1470311.52,1231379.73,Micro,49285032.96,15701691.24,313.88
62000000.0,15967135.64,1180409.03,Macro,220054764.2,79147544.67,278.03
36000000.0,3478911.13,1239673.05,Mega,125612277.6,40718584.18,308.49
47000000.0,19422395.84,3602285.92,Macro,167120796.7,70024681.76,238.66
69000000.0,21008086.75,2478178.49,Micro,244181839.2,92486265.24,264.02
65000000.0,15697837.5,3011898.97,Mega,232670235.7,83709736.47,277.95
20000000.0,11757331.51,3733754.35,Nano,70207701.14,35491085.86,197.82
40000000.0,13566915.37,3323877.77,Mega,140373732.5,56890793.14,246.74
33000000.0,13552086.61,5696142.08,Micro,119686863.9,52248228.69,229.07
30000000.0,6626398.23,2827163.77,Mega,109082960.0,39453562.01,276.48
29000000.0,969179.24,1101270.32,Micro,102458261.1,31070449.56,329.76
27000000.0,2045585.16,51933.01,Nano,92929574.32,29097518.17,319.37
90000000.0,33806122.26,6278583.93,Mega,322660707.0,130084706.19,248.04
59000000.0,22196990.53,4710262.21,Mega,210844349.4,85907252.73,245.43
75000000.0,23482964.89,3750273.95,Micro,263375044.7,102233238.84,257.62
75000000.0,32430911.27,1524148.31,Macro,265874968.7,108955059.58,244.02
13000000.0,1237598.53,2447639.87,Micro,46574019.93,16685238.4,279.13
18000000.0,10655294.69,1368274.42,Micro,64709883.56,30023569.11,215.53
31000000.0,6705393.21,1997199.26,Micro,112070640.7,39702592.47,282.28
36000000.0,9099158.63,1051392.46,Micro,125486716.4,46150551.1,271.91
70000000.0,26161070.46,3582985.82,Mega,247480346.3,99744056.28,248.12
88000000.0,27655933.32,3643025.86,Micro,310077139.5,119298959.18,259.92
42000000.0,6581329.46,1641510.7,Macro,148464824.5,50222840.16,295.61
32000000.0,8459387.31,474236.01,Mega,115552505.0,40933623.32,282.29
38000000.0,18436960.66,2419836.85,Macro,140531192.9,58856797.51,238.77
86000000.0,25257072.61,696331.56,Macro,303561435.2,111953404.17,271.15
89000000.0,27819480.29,5228492.4,Mega,318270847.6,122047972.69,260.78
45000000.0,6951526.59,1566329.05,Macro,160547110.7,53517855.65,299.99
91000000.0,26286255.75,6917554.92,Micro,328484604.0,124203810.67,264.47
46000000.0,13666668.13,5592577.14,Macro,167135280.4,65259245.27,256.11
78000000.0,24587854.94,4628858.61,Macro,276260377.9,107216713.55,257.67
70000000.0,29760774.82,5814951.01,Macro,247813273.3,105575725.83,234.73
100000000.0,36675053.26,7344048.31,Micro,356746781.6,144019101.57,247.71
62000000.0,19004473.38,255726.68,Macro,224774127.8,81260200.06,276.61
56000000.0,25652636.15,3484751.13,Micro,194243082.7,85137387.28,228.15
98000000.0,25802643.51,4420553.58,Macro,350201985.3,128223197.09,273.12
32000000.0,17011943.71,2682326.27,Micro,115354337.9,51694269.98,223.15
34000000.0,13939858.15,1153340.57,Mega,124478099.8,49093198.72,253.55
58000000.0,12191805.28,1666526.75,Nano,209924038.9,71858332.03,292.14
10000000.0,688749.34,982755.69,Mega,33459885.82,11671505.03,286.68
13000000.0,747718.32,1912693.18,Macro,45757233.45,15660411.5,292.18
14000000.0,7442168.64,1954879.93,Micro,54516564.78,23397048.57,233.01
38000000.0,17828634.76,1823407.23,Nano,140773710.7,57652041.99,244.18
61000000.0,20042073.53,1427891.3,Micro,215313079.3,82469964.83,261.08
23000000.0,11326245.1,1308263.23,Mega,80977606.0,35634508.33,227.24
75000000.0,32255184.31,6076591.75,Macro,266792528.1,113331776.06,235.41
19000000.0,2405404.82,507793.51,Mega,70974707.49,21913198.33,323.89
20000000.0,1342204.77,1901254.96,Mega,77524640.44,23243459.72,333.53
80000000.0,31555065.43,5829251.42,Nano,286066087.2,117384316.85,243.7
37000000.0,13373308.73,389201.32,Nano,131494762.5,50762510.05,259.04
88000000.0,34175385.54,6988181.69,Macro,317827020.1,129163567.23,246.07
39000000.0,9574084.01,2508975.85,Nano,139663301.0,51083059.86,273.4
94000000.0,33273756.18,5605628.02,Nano,330721600.0,132879384.2,248.89
18000000.0,10730611.51,827735.97,Mega,67580622.38,29558347.48,228.63
49000000.0,12915227.5,4690735.71,Macro,178145155.4,66605963.21,267.46
72000000.0,23838354.02,2826565.35,Nano,249632833.2,98664919.37,253.01
52000000.0,24213234.18,3817027.56,Mega,184096189.2,80030261.74,230.03
26000000.0,4949507.52,508675.13,Macro,94428762.63,31458182.65,300.17
48000000.0,16919289.99,1063630.89,Macro,171538944.6,65982920.88,259.97
65000000.0,23338437.51,3875179.17,Macro,233989406.4,92213616.68,253.75
74000000.0,24623625.61,5521459.06,Micro,271365130.0,104145084.66,260.56
91000000.0,36293592.38,6685509.42,Macro,325655815.8,133979101.8,243.06
13000000.0,8233607.47,1324969.17,Mega,47601290.82,22558576.63,211.01
65000000.0,18181465.52,2970729.62,Mega,232225684.5,86152195.14,269.55
35000000.0,7198778.6,1509521.32,Nano,128737286.9,43708299.91,294.54
98000000.0,27933068.92,6098290.03,Micro,345221640.8,132031358.95,261.47
48000000.0,5931776.91,520852.6,Mega,169615774.5,54452629.51,311.49
83000000.0,21269767.39,4228819.98,Macro,299926579.7,108498587.37,276.43
85000000.0,27112564.53,5223855.75,Mega,304223292.6,117336420.28,259.27
89000000.0,23533012.97,1379474.62,Mega,316637661.1,113912487.59,277.97
49000000.0,10235607.03,2507190.61,Nano,171417616.5,61742797.64,277.63
16000000.0,1414510.01,1221977.59,Macro,59307225.8,18636487.61,318.23
70000000.0,16258328.85,1726270.06,Micro,252148410.6,87984598.91,286.58
97000000.0,37552232.06,6093938.02,Macro,348678386.5,140646170.08,247.91
51000000.0,11935871.39,1614925.81,Macro,178227836.5,64550797.2,276.1
85000000.0,29912878.93,5690365.86,Nano,302374624.7,120603244.79,250.72
13000000.0,700883.0,1089991.8,Mega,46173428.4,14790874.8,312.18
34000000.0,5082664.53,219320.76,Mega,119000048.2,39301985.29,302.78
55000000.0,16481615.6,3267172.12,Macro,196448799.1,74748787.72,262.81
14000000.0,4451725.16,925170.58,Micro,47576266.86,19376895.74,245.53
